title,ingredients,distinct_ingredients,num_ingredients,link,source
Giant Ornament Brownie,"[""nonstick cooking spray"", ""2 brownie mix (boxes, plus required ingredients)"", ""1 cup peanut butter chips"", ""2 cups buttercream frosting, white"", ""turquoise gel food coloring"", ""blue decorating icing"", ""6 silver dragees"", ""7 purple gumdrops"", ""green decorating gel"", ""pink decorating icing"", ""2 teaspoons candy sprinkles, pink"", ""2 teaspoons candy sprinkles, purple"", ""2 teaspoons candy sprinkles, blue"", ""4 marshmallows, jumbo yellow"", ""1 candy cane""]","brownie mix, buttercream frosting, cane, decorating icing, dragees, green decorating gel, marshmallows, nonstick cooking spray, peanut butter, purple gumdrops, sprinkles, turquoise gel food coloring",12,www.food.com/recipe/giant-ornament-brownie-537240,Gathered
Goan Fish Curry Rice,"[""6 kashmiri chilies"", ""1/2 coconut"", ""1 piece gingerroot"", ""3 garlic cloves"", ""5 -6 peppercorns"", ""1 teaspoon coriander seed"", ""1 pinch methi seeds"", ""1/2 teaspoon haldi powder"", ""1/2 teaspoon jeera powder"", ""1 green chili pepper"", ""1 butterfish"", ""1 green mango""]","butterfish, coconut, coriander seed, garlic, gingerroot, green chili pepper, green mango, haldi powder, jeera powder, kashmiri chilies, methi seeds, peppercorns",12,www.food.com/recipe/goan-fish-curry-rice-522065,Gathered
Sunset Magazines Pan Gravy ,"[""2 tablespoons vegetable oil $"", ""turkey wing tips and neck $"", ""4 1/2 cups low-sodium chicken broth $"", ""1 clove peeled and minced garlic"", ""1/2 cup all-purpose flour $"", ""1 cup whipping cream $"", ""$15 Off Your 1st Order With Peapod Today!"", ""Preparation"", ""Pour 2 tablespoons vegetable oil into a 5- to 6-quart pan over medium-high heat. Add turkey wing tips and neck and brown well, 4 to 7 minutes. Add 4 1/2 cups low-sodium chicken broth and bring to a boil; cover, reduce heat, and simmer about 1 hour. Remove wings and neck."", ""While roasted turkey rests, pour pan juices into a 1- to 2-quart glass measure. Skim off and reserve fat. Add turkey wing broth to make 4 cups; if you don't have enough, add water. Return 1/3 cup fat (if not enough, add butter) and 1 clove peeled and minced garlic to unwashed roasting pan; set over two medium-hot burners. Add 1/2 cup all-purpose flour and stir until bubbly and smooth. Stir in the 4 cups broth and 1 cup whipping cream; scrape pan sides and bottom to loosen browned bits. Whisk gravy until smooth and boiling, 4 to 7 minutes. Add salt to taste."", ""Note: In nutritional analysis, sodium is N/A."", ""Note:"", ""Helena Darling, Ashland, OR,"", ""NOVEMBER 2005""]","all-purpose, chicken broth $, garlic, helena darling, in nutritional analysis, preparation, today, turkey wing tips, vegetable oil, vegetable oil $, while, whipping cream $",12,www.epicurious.com/recipes/member/views/sunset-magazines-pan-gravy-52966791,Gathered
Rugbrød ,"[""Sour Dough Starter Mix"", ""1 cup Buttermilk"", ""1 cup rye flour"", ""1 teaspoon of salt"", ""Mix ingredients and cover with clingfilm and leave for 2 days at room temp"", ""Rugbrd"", ""5.5 cups water"", ""3.5 cups ryegrains"", ""1 small can of beer of your choice"", ""2.25 cups rye flour"", ""1.75 cups white flour"", ""2 dessertspoons salt"", ""2.5 tsp. fresh yeast"", ""1.75 cups sunflower seeds/ pumkin seeds/ sesame or flax seeds of your choice - all are nice:""]","buttermilk, choice, fresh yeast, mix ingredients, rugbrød, rye flour, ryegrains, salt, starter, sunflower seeds/, water, white flour",12,www.epicurious.com/recipes/member/views/rugbrod-50088370,Gathered
Ham And Cheese Tartines With Cherokee Purple Tomato Salad,"[""Tartines:"", ""4 (1 1/2-ounce) slices ciabatta bread, toasted"", ""1 ounce serrano ham, cut into 4 thin slices"", ""3 ounces Manchego cheese, cut into 4 thin slices"", ""1 teaspoon chopped fresh oregano"", ""Salad:"", ""1 tablespoon finely chopped fresh oregano"", ""1 tablespoon finely chopped shallots"", ""1 tablespoon sherry vinegar"", ""2 teaspoons extravirgin olive oil"", ""1 garlic clove, minced"", ""4 cups torn Boston lettuce"", ""3 cups thinly sliced honeydew melon"", ""3 medium Cherokee Purple tomatoes, halved lengthwise and thinly sliced""]","boston lettuce, bread, extravirgin olive oil, fresh oregano, garlic, honeydew melon, manchego cheese, purple tomatoes, serrano ham, shallots, sherry vinegar, tartines",12,www.myrecipes.com/recipe/ham-cheese-tartines-with-cherokee-purple-tomato-salad,Gathered
Dirt,"[""1/2 stick butter (1/2 cup)"", ""8 oz (224 grm). cream cheeze"", ""3-1/2 cups (825 ml) milk"", ""12 oz (336 grm). cool-whip"", ""1-1/2 pkgs of oreos"", ""1 cup (225 ml) sugar"", ""2 sm. pkgs of instant French vanilla pudding"", ""children's pail and shovel"", ""gummy worms"", ""LOW FAT VERSION"", ""3-1/2 cups (825 ml) skim milk"", ""12 oz (336 grm). fat free cool-whip"", ""1-1/2 pkgs of low fat oreos"", ""2 sm. pckgs fat free vanilla pudding""]","butter, children's, cool-whip, cream cheeze, gummy worms, milk, oreos, pckgs fat free, pkgs, pkgs of instant french vanilla pudding, sugar, version",12,online-cookbook.com/goto/cook/rpage/00055B,Recipes1M
Chocolate CookiesNCreme Pancakes,"[""OREO Creme"", ""PHILADELPHIA Original Cream Cheese, softened"", ""2/3 cup OREO Creme Icing Variegate"", ""Chocolate Pancake Batter"", ""1 qt. prepared pancake batter"", ""1/2 cup dark unsweetened cocoa powder"", ""2 cups white chocolate chips"", ""1 cup miniature semi-sweet chocolate chips"", ""Strawberry Sauce"", ""3 cups strawberry preserves"", ""3 cups fresh strawberries, small dice"", ""Assembly"", ""1-1/2 cups prepared whipped topping"", ""1/4 cup OREO Creme Icing Variegate"", ""1/2 cup OREO Pieces-Small""]","chocolate pancake batter, cocoa, fresh strawberries, oreo creme, oreo creme icing variegate, pancake batter, philadelphia original cream cheese, semi-sweet chocolate chips, strawberry preserves, strawberry sauce, topping, white chocolate chips",12,www.kraftrecipes.com/recipes/chocolate-cookiesncreme-pancakes-116499.aspx,Recipes1M
Lady Of The Lake Recipe,"[""1 dash lavender bitters (see recipe below)"", ""3/4 ounce lemon juice"", ""3/4 ounce honey syrup (see notes)"", ""1 1/2 ounce heather flower-infused vodka (see recipe below)"", ""Lemon twist"", ""1 750-ml bottle 140-proof vodka (Devil's Spring recommended)"", ""20 tablespoons lavender flowers"", ""1 tablespoon white peppercorn"", ""1/2 tablespoon cardamom"", ""1/2 tablespoon coriander"", ""1 clove"", ""6 tablespoons heather flowers"", ""1 750-ml bottle vodka""]","cardamom, clove, coriander, heather flowers, honey syrup, lavender bitters, lavender flowers, lemon juice, lemon twist, vodka, white peppercorn",11,www.seriouseats.com/recipes/2011/11/lady-of-the-lake-vodka-cocktail-recipe.html,Gathered
Asian Style Nicoise,"[""500g chat potatoes, halved"", ""olive oil spray"", ""4 small salmon steaks"", ""1/4 cup KRAFT FREE* Thai Lime & Coriander Dressing"", ""1 tablespoon oil"", ""200g green baby beans, steamed until tender"", ""100g baby leaf lettuce mix"", ""1 punnet cherry tomatoes, halved"", ""1 Lebanese cucumber, diagonally sliced"", ""1 cup bean shoots"", ""4 hard boiled eggs, quartered"", ""1/2 cup KRAFT FREE* Thai Lime & Coriander Dressing"", ""1/4 cup crispy fried shallots""]","baby leaf lettuce, bean shoots, coriander dressing, crispy fried shallots, eggs, green baby beans, lebanese cucumber, oil, olive oil spray, punnet cherry tomatoes, salmon",11,www.kraftrecipes.com/recipes/asian-style-nicoise-104187.aspx,Recipes1M
Fruits Soup,"[""1 grapes"", ""1 watermelon"", ""1 red dragon fruit"", ""1 manggo"", ""1 apple"", ""1 pear"", ""1 melon"", ""1 papaya"", ""1 jelly (cut into cube)"", ""1 fresh milk"", ""1 raspberry syrup"", ""1 longan""]","apple, grapes, longan, manggo, melon, milk, papaya, pear, raspberry syrup, red dragon fruit, watermelon",11,cookpad.com/us/recipes/338174-fruits-soup,Recipes1M
A Loving Heart,"[""1 big heart"", ""love and caring"", ""1 Bible"", ""whole lot of sharing"", ""1 smile"", ""a hug or more"", ""find a church with an open door"", ""1 good spirit"", ""3 or 4 hand shakes"", ""add some brothers and sisters"", ""10 or more prayers a day"", ""1 need for others"", ""10 kind words and then you have a blessing and you have a friend!""]","brothers, caring, find a church, heart, kind, others, prayers, sharing, smile, spirit",10,www.cookbooks.com/Recipe-Details.aspx?id=500219,Gathered
Waldorf Salad,"[""2 cups purple seedless grapes"", ""2 granny smith apples"", ""2 fuji apples"", ""2 celery ribs"", ""1 (11 ounce) can mandarin orange sections, drained"", ""1/2 cup craisins"", ""1 cup candied pecans"", ""3/4 cup light mayonnaise"", ""3/4 cup light sour cream"", ""1 1/2 cups Splenda granular""]","candied pecans, celery, craisins, fuji apples, granny smith apples, light mayonnaise, light sour cream, orange sections, purple, splenda",10,www.food.com/recipe/waldorf-salad-306439,Gathered
Chocolate Espresso Sorbet With Cardamom-Spiced Blood-Orange And Tangerine Reduction,"[""Blood-Orange and Tangerine Syrup"", ""1 cup blood-orange juice, strained"", ""1 cup tangerine juice, strained"", ""4 tablespoons vegan sugar"", ""10 green cardamom pods, cracked open"", ""Chocolate Espresso Sorbet"", ""2 cups brewed espresso"", ""1/4 cup vegan sugar"", ""1/3 cup blood-orange and tangerine syrup"", ""1 1/2 cups natural cocoa powder (I used Sharffen Bergen sweetened cocoa powder)"", ""1 stick unsalted butter, melted""]","blood-orange, blood-orange juice, chocolate espresso sorbet, espresso, green cardamom pods, natural cocoa, syrup, tangerine juice, unsalted butter, vegan sugar",10,food52.com/recipes/11293-chocolate-espresso-sorbet-with-cardamom-spiced-blood-orange-and-tangerine-reduction,Gathered
